SURNUM ID,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Gender,Citizenship,Region,Medalist,School,HS Type,SAT Verbal,SAT Math,SAT Score,ACT Composite,,Registered Spr 14,201309_INST_TERM_GPA,201401_INST_TERM_GPA,CURRENT_TOTAL_INST_GPA_May_2014,Returned Fall 2014,Returned Spring 2015,Fall 2014 GPA,CURRENT_TOTAL_INST_GPA_Fall_2014,,,,,,,,,,,,,,,,,
411,2,2,2,2,2,2,3,3,3,2,5,3,3,3,1,3,2,3,3,1,3,3,5,5,3,5,4,2,1,5,5,4,3,3,5,2,3,Northeast,2,2,Public,620,800,1420,,,1,3.69,2.83,3.26,1,1,3.08,3.20,,,,,,,,,,,,,,,,,
412,2,2,1,1,1,2,2,1,2,1,1,5,3,4,1,3,4,3,5,5,1,3,3,4,3,5,4,2,3,2,5,2,2,2,3,2,3,Northeast,1,2,Public,710,700,1410,,,1,3.75,3.81,3.77,1,1,3.53,3.69,,,,,,,,,,,,,,,,,
413,3,3,1,1,2,1,1,2,2,1,5,4,3,4,1,5,3,4,5,3,4,2,3,3,3,4,2,1,1,2,5,5,2,3,3,2,3,Northeast,1,6,Private,620,740,1360,,,1,3.84,3.00,3.56,1,1,3.00,3.46,,,,,,,,,,,,,,,,,
414,3,2,2,3,3,2,2,3,4,3,4,3,4,3,1,4,2,4,5,5,1,4,5,3,3,5,5,3,3,3,3,3,3,3,3,1,1,Non-Northeast,2,6,Public,490,800,1290,,,1,3.22,3.11,3.17,1,1,3.50,3.30,,,,,,,,,,,,,,,,,
415,3,4,5,2,1,1,1,2,4,2,4,4,5,3,1,3,2,3,3,3,1,3,3,,3,4,2,2,3,2,5,4,2,1,3,1,3,Northeast,2,2,Private,680,730,1410,,,1,3.32,2.87,3.12,1,1,2.50,2.94,,,,,,,,,,,,,,,,,
416,2,2,2,2,1,1,1,1,2,2,5,5,4,4,1,4,3,4,5,1,1,2,3,5,3,4,3,3,4,4,5,2,4,3,4,2,3,Northeast,2,2,,630,710,1340,,,1,3.06,3.56,3.29,1,1,3.25,3.28,,,,,,,,,,,,,,,,,
417,2,2,1,1,1,1,2,2,2,1,1,4,4,3,1,4,2,3,4,5,1,2,5,5,3,5,4,2,1,2,5,3,1,3,5,2,3,Non-Northeast,2,2,Public,,,,26,,1,3.18,3.38,3.27,1,1,2.98,3.14,,,,,,,,,,,,,,,,,
418,2,2,1,2,2,4,5,4,4,4,5,2,4,3,1,4,4,4,4,5,5,5,5,5,2,5,4,5,5,2,5,4,1,1,5,,,Non-Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2,3,2,1,3,3,4,4,2,1,2,2,5,2,1,3,2,3,4,3,1,5,3,4,3,3,5,3,5,5,5,4,2,4,5,2,3,Non-Northeast,2,1,,,,,23,,0,,,,1,1,2.86,2.96,,,,,,,,,,,,,,,,,
420,1,1,1,1,1,2,2,1,1,1,5,2,4,2,1,3,1,3,3,2,1,,5,,3,5,5,1,1,5,5,5,2,2,5,1,3,Northeast,1,2,Parochial,630,670,1300,,,1,3.17,2.83,2.99,1,1,2.78,2.92,,,,,,,,,,,,,,,,,
421,2,2,2,2,2,1,3,1,1,1,4,5,4,3,1,5,4,5,5,5,1,2,5,4,3,3,2,3,4,2,5,2,4,3,5,2,3,Northeast,2,6,Public,600,700,1300,,,1,2.75,,2.20,1,,0.67,1.97,,,,,,,,,,,,,,,,,
422,1,1,1,2,1,1,3,1,2,2,5,4,4,3,1,5,4,4,5,5,1,5,5,3,3,4,5,4,4,4,5,4,5,4,3,2,3,Non-Northeast,2,2,Public,760,770,1530,,,1,3.85,2.92,3.41,1,1,3.58,3.63,,,,,,,,,,,,,,,,,
423,1,2,1,1,1,1,2,1,4,2,2,4,3,4,3,5,3,5,5,5,1,2,5,3,3,3,3,1,1,3,5,4,1,3,5,2,3,Northeast,2,6,Public,750,800,1550,,,1,4.00,4.00,4.00,1,1,3.80,3.94,,,,,,,,,,,,,,,,,
424,2,2,1,1,1,3,3,2,3,2,5,2,4,3,1,4,2,4,4,4,,,,,3,4,3,2,4,4,5,3,2,3,5,1,3,Northeast,2,3,Public,670,600,1270,,,1,3.25,3.11,3.19,1,1,3.34,3.12,,,,,,,,,,,,,,,,,
425,2,2,2,3,3,2,2,2,3,1,4,4,3,3,1,5,4,4,5,5,1,3,3,5,2,3,3,2,4,4,5,3,3,3,4,1,2,Non-Northeast,2,4,Public,640,730,1370,,,1,2.92,3.22,3.05,1,1,2.70,3.07,,,,,,,,,,,,,,,,,
426,3,3,2,1,1,2,5,2,3,1,4,3,4,3,1,5,3,4,5,3,1,3,5,3,2,3,1,4,4,5,5,3,4,2,3,2,3,Northeast,1,2,Public,680,700,1380,,,1,2.53,1.34,1.95,1,1,2.14,2.01,,,,,,,,,,,,,,,,,
427,2,3,1,1,1,1,2,1,4,1,2,5,4,4,1,5,3,5,4,5,1,2,5,3,4,2,1,3,4,4,5,4,1,2,3,2,3,Non-Northeast,2,6,Public,620,720,1340,,,1,3.42,3.17,3.33,,,0.00,3.43,,,,,,,,,,,,,,,,,
428,2,1,1,2,1,1,1,1,2,2,4,4,3,3,3,5,1,5,4,5,1,3,3,4,2,3,3,3,4,3,5,3,3,2,4,1,3,Non-Northeast,2,2,Public,670,690,1360,,,1,3.81,3.91,3.85,1,1,3.92,3.88,,,,,,,,,,,,,,,,,
429,2,2,1,1,2,1,2,2,3,1,5,5,4,4,1,4,4,4,5,4,1,3,5,5,3,2,2,1,1,4,5,5,1,3,4,1,3,Northeast,1,6,Public,570,610,1180,,,1,1.80,2.35,2.08,1,1,1.92,2.17,,,,,,,,,,,,,,,,,
430,2,2,5,1,2,1,2,2,3,1,4,5,4,3,1,4,2,4,3,3,2,3,1,5,3,5,4,2,3,3,5,4,3,3,5,1,3,Northeast,2,2,Public,650,700,1350,,,1,3.34,2.67,2.99,1,1,2.24,2.78,,,,,,,,,,,,,,,,,
431,2,2,1,3,3,2,3,2,3,1,2,4,4,5,1,5,3,5,4,5,1,2,5,4,3,3,4,2,4,3,5,5,4,4,4,2,3,Northeast,1,2,Public,730,760,1490,,,1,3.92,4.00,3.96,1,1,3.83,3.92,,,,,,,,,,,,,,,,,
432,1,2,1,1,1,1,1,1,3,1,1,4,5,2,1,5,2,5,3,4,3,3,3,3,3,5,3,2,1,1,5,5,3,4,5,1,3,Northeast,2,2,Private,,,,30,,1,3.09,3.17,3.13,1,1,2.85,3.12,,,,,,,,,,,,,,,,,
433,3,3,2,3,4,2,2,2,4,2,5,4,5,3,1,4,2,5,5,5,1,2,5,3,2,5,2,2,3,4,4,4,3,2,5,2,1,Non-Northeast,2,6,,510,800,1310,,,1,3.84,3.67,3.80,1,1,4.00,3.92,,,,,,,,,,,,,,,,,
434,1,1,1,2,1,1,1,1,1,1,5,5,4,4,1,5,2,5,5,5,1,2,5,3,3,4,5,1,1,2,5,1,1,5,,1,3,Northeast,1,6,Public,600,670,1270,,,1,4.00,3.78,3.90,1,1,2.71,3.47,,,,,,,,,,,,,,,,,
435,2,2,2,3,3,1,4,2,2,1,3,5,3,4,1,5,2,5,5,5,1,2,5,5,3,5,4,3,2,5,5,2,1,2,2,2,3,Non-Northeast,2,2,Private,690,790,1480,,,1,4.00,4.00,4.00,1,1,3.89,3.97,,,,,,,,,,,,,,,,,
436,2,2,1,2,2,1,2,1,2,1,4,5,4,3,1,5,2,5,5,5,2,2,5,3,3,5,3,2,2,3,5,3,5,2,4,2,3,Northeast,2,6,Public,610,790,1400,,,1,3.92,4.00,3.95,1,1,3.93,3.95,,,,,,,,,,,,,,,,,
437,2,2,1,1,1,1,2,1,2,1,5,4,3,4,1,5,2,4,5,5,1,2,5,3,3,4,5,2,3,3,5,3,3,3,4,2,3,Northeast,1,2,Public,700,680,1380,,,1,4.00,4.00,4.00,1,1,3.86,3.95,,,,,,,,,,,,,,,,,
438,2,2,2,4,4,2,3,3,3,4,4,3,3,4,1,4,3,4,5,5,1,1,5,4,3,5,3,2,1,5,5,5,3,3,3,1,1,Non-Northeast,2,2,,570,800,1370,,,1,3.92,3.92,3.92,1,1,3.84,3.90,,,,,,,,,,,,,,,,,
439,1,1,1,3,3,1,2,2,4,2,1,4,3,5,1,5,3,4,4,5,1,2,5,3,3,4,3,1,2,3,5,5,3,3,3,2,2,Northeast,2,2,Public,510,760,1270,,,1,4.00,3.86,3.93,1,1,3.77,3.88,,,,,,,,,,,,,,,,,
440,2,2,2,3,3,2,4,4,3,3,5,4,5,3,1,3,3,4,5,3,1,2,,,3,5,3,1,2,3,5,3,3,3,3,2,1,Non-Northeast,2,3,Public,450,760,1210,,,1,3.75,3.40,3.56,1,1,3.60,3.38,,,,,,,,,,,,,,,,,
441,2,3,2,2,2,1,1,1,1,1,5,4,4,4,1,5,2,5,5,5,1,2,5,3,3,4,3,1,1,2,5,4,2,3,4,2,3,Northeast,2,6,Public,660,750,1410,,,1,3.84,3.59,3.71,1,1,3.92,3.78,,,,,,,,,,,,,,,,,
442,4,2,2,1,1,1,1,1,2,1,2,3,4,2,1,4,2,2,3,3,5,2,1,4,3,4,2,4,5,3,5,3,3,2,3,2,3,Northeast,2,4,Public,600,660,1260,,,1,1.33,3.34,2.00,1,1,1.44,2.39,,,,,,,,,,,,,,,,,
443,2,1,1,1,1,2,1,1,3,2,1,5,4,4,1,5,4,3,5,5,1,2,5,3,3,4,3,1,2,2,5,4,2,2,3,2,3,Northeast,2,2,Public,640,800,1440,,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
444,2,2,1,2,2,2,1,1,1,1,5,5,3,4,1,4,1,4,4,5,1,2,5,,3,5,4,1,3,2,5,4,2,3,3,1,3,Non-Northeast,1,2,Private,620,770,1390,,,1,4.00,3.94,3.97,1,1,4.00,3.98,,,,,,,,,,,,,,,,,
445,2,2,1,3,2,1,3,2,4,2,2,4,4,3,1,4,3,4,5,5,1,1,5,5,3,3,2,3,3,3,4,3,2,3,4,2,3,Northeast,2,2,Public,540,670,1210,,,1,3.68,3.75,3.72,1,1,2.75,3.41,,,,,,,,,,,,,,,,,
446,2,2,1,5,5,5,5,5,5,5,5,4,5,3,1,5,3,4,4,3,1,2,5,3,2,5,3,2,3,5,5,5,3,2,5,2,1,Non-Northeast,2,6,Private,500,620,1120,,,1,3.50,3.11,3.33,1,1,2.89,3.33,,,,,,,,,,,,,,,,,
447,2,2,1,2,1,1,1,1,2,2,1,5,3,4,1,5,2,4,5,5,1,1,3,4,3,5,5,2,2,1,5,4,3,3,3,2,3,Non-Northeast,2,2,Parochial,,,,28,,1,3.45,3.22,3.36,1,1,3.09,3.39,,,,,,,,,,,,,,,,,
448,2,2,1,2,2,5,5,4,5,5,5,2,4,3,1,5,3,4,4,3,2,1,5,5,3,5,4,3,3,5,5,3,3,4,5,1,3,Northeast,2,6,Public,710,650,1360,,,1,3.18,3.43,3.28,1,1,3.93,3.54,,,,,,,,,,,,,,,,,
449,2,2,1,3,3,2,3,3,4,1,3,4,4,3,1,5,3,4,4,4,1,4,3,1,3,2,1,3,4,5,5,4,2,3,3,2,3,Northeast,2,2,Private,550,700,1250,,,1,0.90,1.73,1.37,1,1,2.56,2.20,,,,,,,,,,,,,,,,,
450,4,3,5,2,4,2,4,3,1,1,3,4,4,3,1,3,2,4,4,4,1,2,5,3,3,5,5,2,4,5,5,2,4,2,5,2,3,Northeast,2,5,Public,,,,26,,1,3.17,2.84,3.00,,,0.00,3.00,,,,,,,,,,,,,,,,,
451,2,2,5,2,2,2,4,2,4,2,3,3,4,3,1,4,2,4,4,3,1,2,,,3,4,1,2,4,4,5,2,2,3,5,2,3,Northeast,2,3,Private,750,770,1520,,,1,3.58,3.50,3.56,1,1,3.75,3.63,,,,,,,,,,,,,,,,,
452,2,4,2,1,2,1,4,1,4,2,2,4,4,4,1,3,2,5,5,3,1,2,3,3,3,5,3,3,4,5,5,4,2,2,5,2,3,Northeast,2,6,Public,710,760,1470,,,1,3.17,3.63,3.40,1,1,3.84,3.54,,,,,,,,,,,,,,,,,
453,2,1,1,1,1,2,2,1,1,1,5,2,3,3,1,3,1,4,4,2,3,3,3,4,3,5,5,2,2,4,5,3,3,3,3,1,3,Northeast,2,2,Public,620,650,1270,,,1,3.61,3.49,3.55,1,1,2.69,3.20,,,,,,,,,,,,,,,,,
454,1,1,1,2,2,4,3,3,4,3,1,4,2,5,1,5,3,5,5,5,1,2,5,3,3,5,4,5,3,1,5,2,4,3,3,2,3,Northeast,2,2,Public,590,770,1360,,,1,4.00,4.00,4.00,1,1,3.83,3.93,,,,,,,,,,,,,,,,,
455,2,2,1,2,1,1,1,3,1,1,3,4,4,4,1,5,3,4,5,3,,2,,,3,5,4,1,1,2,5,4,3,3,4,2,3,Northeast,2,2,Private,550,520,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1,1,1,1,1,2,3,3,3,3,4,2,4,3,1,4,3,4,4,5,1,2,5,3,3,4,2,3,4,5,5,3,3,2,5,1,3,Northeast,2,2,Public,,,,29,,1,2.82,3.56,3.08,1,1,2.20,2.93,,,,,,,,,,,,,,,,,
457,2,1,1,2,2,1,2,1,1,1,4,4,4,3,1,5,4,4,5,5,1,2,5,3,3,4,5,2,3,3,5,4,3,1,3,1,3,Northeast,2,2,Public,640,670,1310,,,1,3.50,2.82,3.15,1,1,3.65,3.33,,,,,,,,,,,,,,,,,
458,1,2,1,2,2,1,2,1,1,1,1,4,4,2,3,4,2,5,5,4,5,2,5,1,3,5,5,2,2,3,5,3,2,3,4,2,3,Northeast,2,5,Public,,,,28,,1,3.84,3.42,3.63,1,1,3.50,3.60,,,,,,,,,,,,,,,,,
459,2,2,2,4,4,4,4,4,4,4,1,4,4,2,3,5,3,4,3,3,3,2,3,1,2,4,5,4,3,4,5,4,5,4,3,2,3,Northeast,2,4,Public,,,,28,,1,3.75,3.89,3.81,1,1,3.59,3.79,,,,,,,,,,,,,,,,,
460,2,2,1,3,4,1,3,4,4,1,2,4,4,3,1,5,2,3,3,5,2,2,1,3,3,3,3,2,2,3,5,2,2,4,5,2,3,Northeast,2,6,,610,700,1310,,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
461,2,2,2,4,3,1,3,2,2,1,1,4,3,3,3,3,2,5,4,3,1,3,3,4,4,3,2,1,3,3,5,3,3,4,3,2,1,Non-Northeast,2,2,Private,480,800,1280,,,1,3.42,3.77,3.60,1,1,3.34,3.51,,,,,,,,,,,,,,,,,
462,1,1,1,1,1,2,2,2,3,3,5,3,4,3,1,4,4,3,3,2,1,2,1,5,2,5,4,3,3,5,5,4,1,3,4,1,3,Northeast,2,2,Public,670,670,1340,,,1,2.90,2.89,2.90,1,1,3.09,2.99,,,,,,,,,,,,,,,,,
463,3,3,5,2,1,3,2,2,3,3,5,4,4,3,2,3,2,4,4,4,2,2,5,3,3,4,3,3,3,4,2,3,3,3,5,1,3,Northeast,2,2,Private,,,,30,,1,3.45,3.50,3.47,1,1,3.33,3.48,,,,,,,,,,,,,,,,,
464,3,3,5,4,4,4,3,4,4,4,4,1,4,3,1,2,2,3,3,3,,,,,,,,,,,,,,,,1,1,Non-Northeast,2,6,,450,740,1190,,,1,3.52,3.17,3.34,1,1,3.76,3.66,,,,,,,,,,,,,,,,,
465,2,2,1,3,2,1,3,2,3,1,1,5,4,3,1,4,2,4,4,5,5,2,5,3,3,3,1,1,1,3,5,4,2,3,3,2,3,Northeast,2,2,Public,720,720,1440,,,1,2.17,1.67,2.00,1,1,1.25,1.67,,,,,,,,,,,,,,,,,
466,2,2,2,1,3,1,4,2,1,1,5,5,5,3,2,5,2,5,5,3,1,2,3,5,2,4,4,3,5,5,5,3,3,2,4,2,3,Northeast,2,2,Public,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1,1,1,1,1,1,2,3,2,1,5,4,4,4,1,4,1,4,4,5,3,2,5,2,2,5,3,2,3,3,5,5,4,3,3,1,3,Northeast,1,2,Public,630,650,1280,,,1,3.21,3.37,3.29,1,1,2.90,3.22,,,,,,,,,,,,,,,,,
468,3,3,5,1,1,2,3,1,2,1,1,4,4,3,1,4,2,5,5,3,1,3,3,5,2,5,3,4,4,2,5,2,2,3,2,2,3,Non-Northeast,2,5,,650,670,1320,,,1,3.67,3.33,3.52,1,1,2.95,3.26,,,,,,,,,,,,,,,,,
469,2,1,1,2,2,1,1,1,2,2,5,5,3,4,1,5,3,5,5,5,1,2,5,3,3,4,3,1,1,1,5,5,2,3,5,1,3,Northeast,1,6,Public,590,690,1280,,,1,3.59,4.00,3.67,1,1,3.20,3.54,,,,,,,,,,,,,,,,,
470,1,1,1,3,2,4,3,3,3,5,1,5,1,4,1,4,5,5,5,5,1,2,5,5,3,4,4,1,1,2,5,5,2,3,3,1,3,Northeast,1,6,Private,730,680,1410,,,1,3.68,3.90,3.78,1,1,3.93,3.86,,,,,,,,,,,,,,,,,
471,2,2,1,2,1,3,1,1,2,1,4,3,5,2,1,3,2,3,3,3,2,5,2,4,3,5,3,1,1,2,5,4,3,1,4,2,3,Northeast,2,3,Public,730,630,1360,,,1,2.42,3.67,2.95,1,1,3.59,3.18,,,,,,,,,,,,,,,,,
472,2,1,1,2,3,2,2,2,1,2,4,3,4,5,1,5,3,4,5,5,1,3,5,4,3,5,5,1,1,2,5,5,3,5,3,2,3,Northeast,1,6,Public,570,650,1220,,,1,3.17,2.89,3.05,1,1,1.92,2.58,,,,,,,,,,,,,,,,,
473,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,4,3,5,3,3,1,2,3,3,3,3,4,4,3,2,5,3,2,3,3,2,3,Northeast,1,6,Public,650,800,1450,,,1,3.75,3.92,3.83,1,1,3.73,3.80,,,,,,,,,,,,,,,,,
474,2,2,5,2,1,1,2,1,3,1,1,5,3,4,1,5,1,5,5,5,1,2,5,3,4,3,2,3,3,3,5,2,4,3,3,2,3,Northeast,2,6,Public,720,790,1510,,,1,3.50,2.78,3.19,1,1,3.87,3.56,,,,,,,,,,,,,,,,,
475,2,3,2,1,3,3,4,2,2,1,4,2,4,4,1,5,4,5,4,3,1,2,5,3,2,3,4,2,5,4,5,3,2,1,2,2,3,Non-Northeast,2,3,Private,,,,31,,1,3.67,2.83,3.25,1,1,2.50,3.09,,,,,,,,,,,,,,,,,
476,1,1,1,1,1,1,4,1,3,1,1,5,4,3,1,5,4,5,4,5,1,1,5,3,3,3,1,5,1,5,5,3,3,3,3,2,3,Northeast,2,3,Public,,,,29,,1,3.47,2.75,3.15,1,1,3.23,3.26,,,,,,,,,,,,,,,,,
477,2,1,1,2,1,2,3,2,2,2,3,3,4,3,1,4,3,5,3,1,2,4,5,3,2,4,3,4,4,5,5,3,4,3,4,2,3,Northeast,2,6,Public,760,680,1440,,,1,3.00,3.00,3.00,1,1,3.73,3.36,,,,,,,,,,,,,,,,,
478,2,2,1,1,1,2,2,1,2,3,5,2,4,3,1,5,2,4,5,3,1,5,5,1,3,5,3,1,1,3,5,4,3,3,4,1,3,Northeast,2,2,Parochial,800,720,1520,,,1,3.33,2.96,3.14,1,1,2.76,3.09,,,,,,,,,,,,,,,,,
479,3,3,2,2,1,2,4,3,2,1,4,3,4,3,1,5,3,4,4,5,1,2,5,3,3,5,3,1,3,4,5,3,3,3,5,2,3,Northeast,2,2,,730,780,1510,,,1,3.45,4.00,3.67,1,1,3.98,3.82,,,,,,,,,,,,,,,,,
480,2,2,1,2,2,2,2,2,3,3,5,3,4,4,1,5,3,5,5,5,1,2,5,3,3,4,3,1,1,3,5,4,3,3,4,1,3,Northeast,2,3,Public,670,720,1390,,,1,4.00,4.00,4.00,1,1,3.74,3.92,,,,,,,,,,,,,,,,,
481,2,1,1,2,2,1,2,1,2,2,1,5,3,4,1,5,3,5,5,5,1,2,5,3,3,4,4,3,2,2,5,4,3,3,5,,,Non-Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1,1,1,1,1,1,1,1,1,1,2,4,3,4,1,4,3,5,5,5,1,2,5,3,4,4,4,1,2,1,5,4,2,3,5,2,3,Northeast,2,6,Public,640,730,1370,,,1,4.00,3.44,3.72,1,1,3.58,3.81,,,,,,,,,,,,,,,,,
483,2,2,2,4,2,2,3,2,4,2,4,4,5,3,2,5,2,4,4,3,1,2,5,3,2,1,2,2,2,2,4,5,4,4,3,2,2,Non-Northeast,2,2,Parochial,480,710,1190,,,1,3.67,3.69,3.68,1,1,3.67,3.70,,,,,,,,,,,,,,,,,
484,3,2,5,2,1,1,3,1,2,1,5,4,4,3,1,4,2,5,5,5,1,2,5,3,3,5,4,5,5,5,5,1,3,5,3,2,3,Northeast,2,2,Public,,,,31,,1,2.89,2.44,2.65,1,1,2.78,2.69,,,,,,,,,,,,,,,,,
485,2,4,2,2,1,1,1,1,3,1,1,5,4,4,1,4,3,5,3,3,1,3,5,5,3,2,1,3,4,1,5,2,1,4,2,2,3,Northeast,2,6,Public,660,770,1430,,,1,2.67,1.45,2.14,1,,1.42,1.83,,,,,,,,,,,,,,,,,
486,2,2,1,1,1,2,2,1,1,3,1,3,4,3,3,4,2,3,3,3,3,4,3,2,3,3,4,2,2,3,4,2,1,3,5,2,3,Non-Northeast,2,3,Private,710,700,1410,,,1,2.25,3.20,2.78,1,1,3.47,3.13,,,,,,,,,,,,,,,,,
487,1,1,2,1,2,2,2,3,1,1,4,4,5,2,1,4,4,4,5,4,2,2,5,5,2,2,4,2,4,5,5,3,1,5,5,1,3,Non-Northeast,2,1,Public,650,690,1340,,,1,3.52,3.72,3.61,,,0.00,3.46,,,,,,,,,,,,,,,,,
488,2,2,2,1,1,4,3,3,2,1,5,2,4,4,1,3,2,3,3,3,1,2,5,1,3,5,3,1,3,4,5,3,4,5,5,1,3,Northeast,2,6,Private,610,670,1280,,,1,2.15,1.44,1.84,,,0.00,1.86,,,,,,,,,,,,,,,,,
489,2,2,1,2,1,1,5,1,2,2,1,5,4,4,1,5,2,5,4,1,1,2,3,4,2,5,5,4,4,5,5,2,1,1,5,2,3,Northeast,2,2,Public,730,730,1460,,,1,4.00,4.00,4.00,1,1,3.87,3.95,,,,,,,,,,,,,,,,,
490,1,1,1,1,2,2,2,1,1,1,5,5,5,2,1,4,3,5,5,4,1,4,3,5,3,5,4,2,2,2,5,4,3,3,3,2,3,Northeast,2,2,Public,580,660,1240,,,1,3.08,1.89,2.57,1,1,3.16,2.77,,,,,,,,,,,,,,,,,
491,1,3,1,3,1,1,2,1,3,1,1,5,4,4,1,4,3,5,5,5,1,2,5,3,3,2,2,4,5,5,5,4,4,3,3,2,3,Northeast,2,2,Public,,,,35,,1,3.46,2.86,3.10,1,1,3.58,3.26,,,,,,,,,,,,,,,,,
492,2,2,1,2,1,3,3,3,1,1,2,1,4,2,2,1,4,3,3,4,1,2,1,5,3,3,5,4,4,4,5,3,2,1,3,1,3,Northeast,2,3,Public,,,,31,,1,2.69,3.25,2.89,1,,3.14,2.97,,,,,,,,,,,,,,,,,
493,1,1,1,3,2,3,2,1,3,2,5,3,4,3,1,4,2,3,3,3,,2,,,3,4,3,4,4,3,5,3,3,3,3,1,3,Non-Northeast,2,2,Public,,,,33,,1,2.75,2.43,2.59,1,1,1.67,2.46,,,,,,,,,,,,,,,,,
494,2,2,3,3,2,2,2,1,4,3,4,2,5,3,1,4,3,5,5,4,1,2,5,3,3,3,1,2,1,2,5,5,5,3,3,2,1,Non-Northeast,2,2,,600,800,1400,,,1,3.09,2.75,2.93,1,1,3.25,3.05,,,,,,,,,,,,,,,,,
495,2,2,1,2,3,2,4,3,3,2,5,4,1,2,1,4,2,5,4,4,1,2,5,3,3,2,3,1,3,4,3,3,2,3,3,2,1,Non-Northeast,2,2,Public,540,760,1300,,,1,3.67,4.00,3.81,1,1,3.13,3.55,,,,,,,,,,,,,,,,,
496,1,2,2,2,2,1,2,2,3,3,5,3,4,4,1,5,2,4,4,5,1,4,5,3,3,2,2,1,1,2,5,3,3,4,3,2,3,Northeast,2,6,Public,610,690,1300,,,1,3.83,3.89,3.86,1,1,3.86,3.88,,,,,,,,,,,,,,,,,
497,2,3,5,3,2,2,3,2,3,2,4,4,4,3,1,4,2,4,4,4,5,2,3,5,3,4,4,2,3,1,5,3,4,3,4,1,3,Northeast,2,1,Public,650,710,1360,,,1,3.21,3.76,3.47,1,1,3.48,3.53,,,,,,,,,,,,,,,,,
498,1,1,1,1,3,1,1,1,2,1,1,4,4,3,1,3,2,2,2,2,1,2,5,4,2,5,4,1,1,4,5,5,1,4,5,2,3,Northeast,1,2,Public,610,640,1250,,,1,3.14,3.58,3.35,1,,3.33,3.35,,,,,,,,,,,,,,,,,
499,1,1,1,2,2,2,1,2,3,1,5,3,4,4,1,5,2,5,5,5,1,2,5,3,3,4,3,2,1,3,5,4,4,4,5,2,3,Non-Northeast,2,6,Public,,,,32,,1,3.33,3.56,3.43,1,1,3.41,3.47,,,,,,,,,,,,,,,,,
500,2,2,1,1,2,2,1,2,1,1,5,4,4,4,1,5,2,4,4,5,1,3,5,4,3,3,4,2,2,1,5,2,3,4,2,2,3,Northeast,1,6,Public,700,780,1480,,,1,3.75,3.56,3.68,1,1,3.50,3.65,,,,,,,,,,,,,,,,,
501,3,2,5,2,2,2,3,1,1,3,4,3,4,3,1,3,2,5,4,5,2,4,5,3,5,5,4,3,3,3,5,2,4,4,5,2,3,Northeast,2,5,Public,,,,25,,1,3.09,0.67,2.28,1,1,2.71,2.40,,,,,,,,,,,,,,,,,
502,1,1,1,2,1,1,1,1,3,1,1,3,3,4,1,4,4,4,3,2,1,2,3,5,2,4,3,2,2,3,5,4,3,3,4,2,3,Northeast,2,2,Public,,,,25,,1,3.51,3.53,3.52,1,1,3.65,3.63,,,,,,,,,,,,,,,,,
503,1,2,1,2,1,1,3,1,3,3,1,5,4,3,1,4,2,3,4,5,1,2,5,3,2,4,1,5,3,3,5,2,4,3,3,2,3,Northeast,2,2,Public,650,740,1390,,,1,4.00,3.69,3.87,1,1,3.83,3.88,,,,,,,,,,,,,,,,,
504,2,2,1,1,1,1,1,2,1,2,4,3,4,3,1,4,2,5,5,5,2,2,5,3,3,4,3,1,3,3,5,5,5,5,5,1,2,Non-Northeast,2,2,Public,660,720,1380,,,1,3.08,2.96,3.04,1,1,2.67,2.96,,,,,,,,,,,,,,,,,
505,3,3,2,3,3,2,2,2,1,1,5,5,3,3,1,2,2,3,3,5,1,4,5,5,2,5,5,3,4,5,5,3,3,3,5,1,3,Non-Northeast,2,2,Public,610,620,1230,,,1,2.42,1.33,1.95,,,0.00,2.00,,,,,,,,,,,,,,,,,
506,3,3,5,3,2,3,4,2,3,4,4,3,4,3,1,3,4,3,3,2,1,4,3,5,2,3,1,3,4,5,5,4,4,3,5,1,3,Non-Northeast,2,2,Private,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
507,2,2,1,3,2,1,2,1,1,2,5,5,3,4,1,5,2,5,4,5,1,2,5,3,3,4,5,,3,5,5,3,5,3,3,2,3,Non-Northeast,2,4,Public,,,,34,,1,3.33,3.00,3.23,1,1,3.45,3.48,,,,,,,,,,,,,,,,,
508,2,2,2,1,1,2,2,2,2,2,1,3,5,2,1,3,3,5,4,3,2,3,1,4,3,3,3,2,2,3,5,3,3,2,3,2,3,Northeast,2,2,Public,520,590,1110,,,1,3.17,3.79,3.45,1,1,3.47,3.50,,,,,,,,,,,,,,,,,
